ID,gender,agedichotomy,age,income,domlanguagepercent,nondomlanguagepercent,category20,category25,accuprptINTER,ACCUPRPTSOLO,accuprpt,accuinhINTER,ACCUINHSOLO,accuinh,Accudiff,RTPRPTINTER,RTPRPTSOLO,RTprpt,RTINHINTER,RTINTERSOLO,RTinh,RTdiff,EEFQIC,EEFQICINTER,EEFQWM,EEFQWMinter,EEFQFX,EEFQFXINTER,EEFQRG,EEFQRGINTER,EEFQCEF,EEFQCEFINTER,L1Vocab,B1RT,B2RT,RTavgdiff,Zaccuprpt,Zaccuinh,ZRTprpt,ZRTinh,ZEEFQIC,ZEEFQWM,ZEEFQFX,ZEEFQRG,ZEEFQCEF,MAH_1,mah_p,ZSco01,ZSco02,ZSco03,ZSco04,ZSco05,ZSco06,ZSco07,ZSco08,ZSco09,Zgender,Zage,Zincome,Zdomlanguagepercent,Znondomlanguagepercent,Zcategory20,Zcategory25,PRE_1,RES_1,ZPR_1,ZRE_1,PRE_2,RES_2,ZPR_2,ZRE_2,PRE_3,RES_3,ZPR_3,ZRE_3,PRE_4,RES_4,ZPR_4,ZRE_4,PRE_5,RES_5,ZPR_5,ZRE_5,PRE_6,RES_6,ZPR_6,ZRE_6,PRE_7,RES_7,ZPR_7,ZRE_7,PRE_8,RES_8,ZPR_8,ZRE_8,PRE_9,RES_9,ZPR_9,ZRE_9,StdZ01,StdZ02,StdZ03,StdZ04,StdZ05,StdZ06,StdZ07,StdZ08,StdZ09,StdZ10,StdZ11,StdZ12,StdZ13,StdZ14,StdZ15,StdZ16,ZL1Vocab,ZL2Vocab,ZTotalvocabBIL,ZzZz01,ZzZz02,ZzZz03,ZzZz04,ZzZz05,ZzZz06,ZzZz07,ZzZz08,ZzZz09,ZzZz10,ZzZz11,ZzZz12,ZzZz13,ZzZz14,ZzZz15,ZqZq01,ZqZq02,ZqZq03,ZqZq04,ZqZq05,ZqZq06,ZqZq07,ZqZq08,ZqZq09,ZqZq10,ZqZq11,ZqZq12,ZqZq13,ZqZq14,ZqZq15,ZAccudiff,ZRTdiff,COO_1,COO_2,COO_3,COO_4,COO_5,COO_6,COO_7,COO_8,COO_9,COO_10,COO_11,COO_12,COO_13,COO_14,COO_15,COO_16,COO_17,COO_18,COO_19,COO_20,COO_21,COO_22,COO_23,SEP_1,SEP_2,ZRE_10,ZRE_11,COO_24,COO_25
139,1,1.00,16.60,5,75,25,2,2,,,.9523,,,.5000,.45,,,1289.00,,,2544.50,-1255.50,4.00000000,4.00000000,6.00000000,6.00000000,5.12500000,5.12500000,4.50000000,4.50000000,5.00000000,5.00000000,200.00,1913.00,3176.00,1263.00,.67332,-.18993,-.90737,.65776,-.96621,.72628,.62900,-.09086,.00292,5.08593,.82675,.67332,-.18993,-.90737,.65776,-.96621,.72628,.62900,-.09086,.00292,-.94148,-1.36408,-.78061,-.04021,.04021,.95911,1.17331,.86505,.08725,-.61055,.92483,.38400,.11600,-1.20954,.42152,1806.52077,-517.52077,.78736,-1.03875,2276.29032,268.20968,1.27993,.32998,4.74544,-.74544,-.32481,-.92306,5.69908,.30092,.69012,.55847,4.82628,.29872,.53531,.44651,4.75529,-.25529,.44639,-.22945,5.05731,-.05731,.34351,-.12345,.67332,-.18993,-.90737,.65776,-.96621,.72628,.62900,-.09086,.00292,-.94148,-1.36408,-.78061,-.04021,.04021,.95911,1.17331,.74545,,,.67332,-.18993,-.90737,.65776,-.96621,.72628,.62900,-.09086,.00292,-.94148,-1.36408,-.78061,.04021,1.17331,.74545,.67332,-.18993,-.90737,.65776,-.96621,.72628,.62900,-.09086,.00292,-.94148,-1.36408,-.78061,.04021,1.17331,.74545,.44184,-1.33094,.01844,.09787,.09787,.10485,.00008,.01844,.09787,.10485,.00008,.06692,.00996,.00023,.02483,.01682,.00349,.02497,.00252,.01682,.01682,.01682,.00349,.02497,.00252,.02,.06,.92,.05,.02,.00
141,2,1.00,20.30,5,52,48,2,2,,,1.0000,,,.1250,.88,,,2904.00,,,4167.00,-1263.00,4.87500000,4.87500000,6.14285714,6.14285714,3.87500000,3.87500000,4.37500000,4.37500000,4.91304348,4.91304348,11.00,999.00,999.00,999.00,1.11587,-1.43668,2.43617,2.68594,.13961,.99160,-1.22346,-.19995,-.18219,14.64046,.10130,1.11587,-1.43668,2.43617,2.68594,.13961,.99160,-1.22346,-.19995,-.18219,.82380,.03214,-.78061,-1.30128,1.30128,.95911,1.17331,.90332,.09668,.46758,1.02476,.49257,-.36757,-.35672,-1.33564,1758.78534,1145.21466,.18649,2.29863,2083.67361,2083.32639,.19501,2.56311,4.92621,-.05121,1.32963,-.06341,5.70835,.43451,.77797,.80639,4.96859,-1.09359,1.21100,-1.63465,4.74906,-.37406,.40062,-.33619,5.17622,-.26318,1.28850,-.56690,1.11587,-1.43668,2.43617,2.68594,.13961,.99160,-1.22346,-.19995,-.18219,.82380,.03214,-.78061,-1.30128,1.30128,.95911,1.17331,-1.01128,,,1.11587,-1.43668,2.43617,2.68594,.13961,.99160,-1.22346,-.19995,-.18219,.82380,.03214,-.78061,1.30128,1.17331,-1.01128,1.11587,-1.43668,2.43617,2.68594,.13961,.99160,-1.22346,-.19995,-.18219,.82380,.03214,-.78061,1.30128,1.17331,-1.01128,1.88181,-1.34129,.08989,.03326,.03326,.09892,.02492,.08989,.03326,.09892,.02492,.18391,.21872,.06122,.03283,.02110,.03585,.11345,.14105,.02110,.02110,.02110,.03585,.11345,.14105,.02,.06,1.37,-1.22,.04,.03
142,2,1.00,18.90,6,100,0,1,1,,,.7500,,,.5000,.25,,,1683.00,,,2849.00,-1166.00,4.75000000,4.75000000,6.28571429,6.28571429,4.28571429,4.28571429,4.37500000,4.37500000,5.09090909,5.09090909,92.00,3462.50,2192.50,-1270.00,-1.20355,-.18993,-.09167,1.03839,-.01836,1.25691,-.61480,-.19995,.19644,20.43131,.01543,-1.20355,-.18993,-.09167,1.03839,-.01836,1.25691,-.61480,-.19995,.19644,.82380,-.49616,.02891,1.33053,-1.33053,-1.02526,-.83808,.87274,-.12274,-.39384,-1.30098,.53304,-.03304,-.03885,-.12006,1734.71827,-51.71827,-.11645,-.10381,2100.97340,748.02660,.29245,.92029,4.63144,.11856,-1.36824,.14681,5.62062,.66510,-.05336,1.23434,4.58809,-.30237,-.59568,-.45197,4.72693,-.35193,.23808,-.31630,4.91671,.17420,-.77380,.37523,-1.20355,-.18993,-.09167,1.03839,-.01836,1.25691,-.61480,-.19995,.19644,.82380,-.49616,.02891,1.33053,-1.33053,-1.02526,-.83808,-.25840,,,-1.20355,-.18993,-.09167,1.03839,-.01836,1.25691,-.61480,-.19995,.19644,.82380,-.49616,.02891,-1.33053,-.83808,-.25840,-1.20355,-.18993,-.09167,1.03839,-.01836,1.25691,-.61480,-.19995,.19644,.82380,-.49616,.02891,-1.33053,-.83808,-.25840,-.24731,-1.20744,.00454,.04130,.04130,.05143,.00033,.00454,.04130,.05143,.00033,.00269,.02158,.00177,.01979,.02634,.00022,.00019,.01509,.02634,.02634,.02634,.00022,.00019,.01509,.02,.06,-.99,.05,.02,.00
143,2,2.00,24.86,6,50,50,2,2,,,.9545,,,.7500,.20,,,1436.00,,,1314.00,122.00,5.12500000,5.12500000,6.00000000,6.00000000,4.87500000,4.87500000,5.87500000,5.87500000,5.30434783,5.30434783,296.00,1149.00,1498.67,349.67,.69374,.64124,-.60303,-.88041,.45556,.72628,.25851,1.10910,.65079,3.59859,.93579,.69374,.64124,-.60303,-.88041,.45556,.72628,.25851,1.10910,.65079,.82380,1.75288,.02891,-1.41094,1.41094,.95911,1.17331,.93346,.02104,1.31654,.22305,.67404,.07596,1.06867,.27601,1682.45620,-246.45620,-.77429,-.49468,1816.47787,-502.47787,-1.30997,-.61820,4.98858,.13642,1.90050,.16893,5.63498,.36502,.08274,.67743,4.87135,.00365,.74929,.00546,4.69035,1.18465,-.03062,1.06472,5.14882,.15553,1.07076,.33502,.69374,.64124,-.60303,-.88041,.45556,.72628,.25851,1.10910,.65079,.82380,1.75288,.02891,-1.41094,1.41094,.95911,1.17331,1.63776,,,.69374,.64124,-.60303,-.88041,.45556,.72628,.25851,1.10910,.65079,.82380,1.75288,.02891,1.41094,1.17331,1.63776,.69374,.64124,-.60303,-.88041,.45556,.72628,.25851,1.10910,.65079,.82380,1.75288,.02891,1.41094,1.17331,1.63776,-.40231,.56997,.00019,.01680,.01680,.00005,.00010,.00019,.01680,.00005,.00010,.00348,.02519,.00135,.00385,.00157,.00241,.00827,.01291,.00157,.00157,.00157,.00241,.00827,.01291,.02,.05,.50,.43,.00,.00
144,1,1.00,16.40,5,58,42,2,2,,,.9090,,,.5714,.34,,,1446.00,,,1612.00,-166.00,6.00000000,6.00000000,6.28571429,6.28571429,5.25000000,5.25000000,5.25000000,5.25000000,5.82608696,5.82608696,999.00,1333.00,1612.00,279.00,.27160,.04745,-.58233,-.50790,1.56138,1.25691,.81425,.56366,1.76142,4.02343,.90986,.27160,.04745,-.58233,-.50790,1.56138,1.25691,.81425,.56366,1.76142,-.94148,-1.43955,-.78061,-.97231,.97231,.95911,1.17331,.86166,.04734,-.70587,.50174,.33039,.24101,-1.63063,.87576,1843.79578,-397.79578,1.25655,-.79844,2323.00660,-711.00660,1.54306,-.87475,4.82859,1.17141,.43620,1.45053,5.69777,.58794,.67774,1.09115,4.89471,.35529,.86021,.53108,4.71824,.53176,.17423,.47793,5.10802,.71807,.74650,1.54677,.27160,.04745,-.58233,-.50790,1.56138,1.25691,.81425,.56366,1.76142,-.94148,-1.43955,-.78061,-.97231,.97231,.95911,1.17331,,,,.27160,.04745,-.58233,-.50790,1.56138,1.25691,.81425,.56366,1.76142,-.94148,-1.43955,-.78061,.97231,1.17331,,.27160,.04745,-.58233,-.50790,1.56138,1.25691,.81425,.56366,1.76142,-.94148,-1.43955,-.78061,.97231,1.17331,,.05111,.17254,,,,,,,,,,,,.01646,.00571,.00782,.02381,.02134,.02561,.00782,.00782,.00782,.02381,.02134,.02561,.02,.06,.51,.30,.01,.00
145,1,1.00,17.03,5,54,46,2,2,,,.8571,,,.2000,.66,,,1841.00,,,860.00,981.00,5.12500000,5.12500000,4.85714286,4.85714286,5.12500000,5.12500000,4.25000000,4.25000000,5.04347826,5.04347826,999.00,999.00,999.00,999.00,-.20991,-1.18733,.23544,-1.44792,.45556,-1.39622,.62900,-.30904,.09547,10.94539,.27947,-.20991,-1.18733,.23544,-1.44792,.45556,-1.39622,.62900,-.30904,.09547,-.94148,-1.20182,-.78061,-1.19162,1.19162,.95911,1.17331,.86817,-.01107,-.52247,-.11738,.34865,-.14865,-1.48714,-.54016,1835.82719,5.17281,1.15625,.01038,2290.37644,-1430.37644,1.35927,-1.75979,4.85980,.26520,.72181,.32840,5.69935,-.84221,.69267,-1.56303,4.91929,.20571,.97691,.30749,4.71700,-.46700,.16518,-.41973,5.12853,-.08505,.90949,-.18320,-.20991,-1.18733,.23544,-1.44792,.45556,-1.39622,.62900,-.30904,.09547,-.94148,-1.20182,-.78061,-1.19162,1.19162,.95911,1.17331,,,,-.20991,-1.18733,.23544,-1.44792,.45556,-1.39622,.62900,-.30904,.09547,-.94148,-1.20182,-.78061,1.19162,1.17331,,-.20991,-1.18733,.23544,-1.44792,.45556,-1.39622,.62900,-.30904,.09547,-.94148,-1.20182,-.78061,1.19162,1.17331,,1.13952,1.75536,,,,,,,,,,,,.00813,.11602,.00042,.00887,.00000,.10035,.00042,.00042,.00042,.00887,.00000,.10035,.02,.06,.02,-.96,.00,.02
148,2,1.00,16.86,5,46,54,2,2,,,999.0000,,,999.0000,999.00,,,999.00,,,999.00,999.00,5.00000000,5.00000000,5.66666667,5.66666667,5.83333333,5.83333333,5.42857143,5.42857143,5.45000000,5.45000000,999.00,999.00,999.00,999.00,,,,,.29759,.10722,1.67873,.71950,.96084,,,,,,,.29759,.10722,1.67873,.71950,.96084,.82380,-1.26597,-.78061,-1.63026,1.63026,.95911,1.17331,.86576,,-.59039,,.31997,,-1.71249,,1855.24444,,1.40066,,2317.24959,,1.51063,,4.89762,.10238,1.06799,.12678,5.69852,-.03186,.68484,-.05912,4.95054,.88280,1.12529,1.31957,4.69873,.72984,.03094,.65596,5.15143,.29857,1.09149,.64314,,,,,.29759,.10722,1.67873,.71950,.96084,.82380,-1.26597,-.78061,-1.63026,1.63026,.95911,1.17331,,,,,,,,.29759,.10722,1.67873,.71950,.96084,.82380,-1.26597,-.78061,1.63026,1.17331,,,,,,.29759,.10722,1.67873,.71950,.96084,.82380,-1.26597,-.78061,1.63026,1.17331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1,1.00,16.80,7,96,4,1,1,,,.9523,,,.4285,.52,,,1876.50,,,1983.00,-106.50,5.12500000,5.12500000,5.71428571,5.71428571,4.62500000,4.62500000,5.14285714,5.14285714,5.13043478,5.13043478,4.00,1983.00,2105.50,122.50,.67332,-.42764,.30893,-.04414,.45556,.19566,-.11198,.47016,.28058,1.94357,.99233,.67332,-.42764,.30893,-.04414,.45556,.19566,-.11198,.47016,.28058,-.94148,-1.28861,.83843,1.11121,-1.11121,-1.02526,-.83808,.83086,.12144,-1.57363,1.28721,.40550,.02300,-1.04061,.08356,1826.85036,49.64964,1.04325,.09965,2266.85495,-283.85495,1.22678,-.34923,4.58949,.53551,-1.75220,.66311,5.52865,.18564,-.92486,.34452,4.41578,.20922,-1.41382,.31274,4.59048,.55238,-.76412,.49646,4.81120,.31923,-1.61231,.68765,.67332,-.42764,.30893,-.04414,.45556,.19566,-.11198,.47016,.28058,-.94148,-1.28861,.83843,1.11121,-1.11121,-1.02526,-.83808,-1.07635,,,.67332,-.42764,.30893,-.04414,.45556,.19566,-.11198,.47016,.28058,-.94148,-1.28861,.83843,-1.11121,-.83808,-1.07635,.67332,-.42764,.30893,-.04414,.45556,.19566,-.11198,.47016,.28058,-.94148,-1.28861,.83843,-1.11121,-.83808,-1.07635,.68542,.25464,.00101,.03694,.03694,.05745,.00294,.00101,.03694,.05745,.00294,.00074,.03717,.00364,.00561,.04401,.00019,.00029,.00354,.04401,.04401,.04401,.00019,.00029,.00354,.02,.06,.92,-.19,.02,.00
150,1,1.00,17.20,4,55,45,2,2,,,.8421,,,.8333,.01,,,1860.00,,,1473.00,387.00,5.50000000,5.50000000,5.57142857,5.57142857,4.62500000,4.62500000,6.75000000,6.75000000,5.21739130,5.21739130,999.00,1966.00,1733.67,-232.33,-.34908,.91819,.27477,-.68165,.92949,-.06966,-.11198,1.87272,.46568,6.05684,.73422,-.34908,.91819,.27477,-.68165,.92949,-.06966,-.11198,1.87272,.46568,-.94148,-1.13767,-1.59012,-1.13680,1.13680,.95911,1.17331,.88901,-.04691,.06450,-.49723,.38031,.45299,-1.23849,1.64602,1797.11656,62.88344,.66898,.12622,2254.81297,-781.81297,1.15895,-.96186,4.88384,.61616,.94189,.76297,5.78582,-.21440,1.51208,-.39789,5.07994,-.45494,1.73971,-.68003,4.82597,1.92403,.96548,1.72925,5.21898,-.00159,1.62835,-.00343,-.34908,.91819,.27477,-.68165,.92949,-.06966,-.11198,1.87272,.46568,-.94148,-1.13767,-1.59012,-1.13680,1.13680,.95911,1.17331,,,,-.34908,.91819,.27477,-.68165,.92949,-.06966,-.11198,1.87272,.46568,-.94148,-1.13767,-1.59012,1.13680,1.17331,,-.34908,.91819,.27477,-.68165,.92949,-.06966,-.11198,1.87272,.46568,-.94148,-1.13767,-1.59012,1.13680,1.17331,,-1.06899,.93566,,,,,,,,,,,,.15226,.06244,.01066,.11679,.00080,.04660,.01066,.01066,.01066,.11679,.00080,.04660,.02,.06,-.12,1.18,.00,.03
151,1,1.00,17.93,7,57,43,2,2,,,999.0000,,,999.0000,999.00,,,999.00,,,999.00,999.00,6.00000000,6.00000000,5.42857143,5.42857143,5.25000000,5.25000000,3.57142857,3.57142857,5.56521739,5.56521739,199.00,999.00,999.00,999.00,,,,,1.56138,-.33497,.81425,-.90123,1.20610,,,,,,,1.56138,-.33497,.81425,-.90123,1.20610,-.94148,-.86220,.83843,-1.02714,1.02714,.95911,1.17331,.84024,,-1.30929,,.35499,,-1.43742,,1873.08255,,1.62519,,2271.66126,,1.25385,,4.80756,1.19244,.24368,1.47657,5.53007,-.10150,-.91140,-.18836,4.59265,.65735,-.57399,.98258,4.52304,-.95161,-1.25947,-.85527,4.94766,.61755,-.52784,1.33025,,,,,1.56138,-.33497,.81425,-.90123,1.20610,-.94148,-.86220,.83843,-1.02714,1.02714,.95911,1.17331,.73615,,,,,,,1.56138,-.33497,.81425,-.90123,1.20610,-.94148,-.86220,.83843,1.02714,1.17331,.73615,,,,,1.56138,-.33497,.81425,-.90123,1.20610,-.94148,-.86220,.83843,1.02714,1.17331,.73615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1,1.00,17.70,2,100,0,1,1,,,.8696,,,.0000,.87,,,999.00,,,999.00,999.00,5.75000000,5.75000000,6.00000000,6.00000000,5.00000000,5.00000000,6.50000000,6.50000000,5.54545455,5.54545455,24.00,999.00,999.00,999.00,-.09394,-1.85227,,,1.24543,.72628,.44375,1.65454,1.16403,,,-.09394,-1.85227,,,1.24543,.72628,.44375,1.65454,1.16403,-.94148,-.94899,-3.20916,1.33053,-1.33053,-1.02526,-.83808,.93551,-.06591,1.37439,-.69862,.56345,-.56345,.19999,-2.04739,1633.96283,,-1.38469,,2087.80617,,.21829,,4.71567,1.03433,-.59728,1.28078,5.96112,.03888,3.17310,.07216,5.22384,-.22384,2.42295,-.33458,5.13379,1.36621,3.22642,1.22790,5.26725,.27821,2.01192,.59927,-.09394,-1.85227,,,1.24543,.72628,.44375,1.65454,1.16403,-.94148,-.94899,-3.20916,1.33053,-1.33053,-1.02526,-.83808,-.89045,,,-.09394,-1.85227,,,1.24543,.72628,.44375,1.65454,1.16403,-.94148,-.94899,-3.20916,-1.33053,-.83808,-.89045,-.09394,-1.85227,,,1.24543,.72628,.44375,1.65454,1.16403,-.94148,-.94899,-3.20916,-1.33053,-.83808,-.89045,1.86342,,.11812,,,.00037,.08901,.11812,,.00037,.08901,,,.41328,,.05765,.49510,,,.05765,.05765,.05765,.49510,,,.02,.06,.14,-1.64,.00,.06
153,2,2.00,23.26,7,80,20,2,1,,,.8235,,,.1667,.66,,,1187.50,,,2215.00,-1027.50,4.00000000,4.00000000,6.28571429,6.28571429,4.12500000,4.12500000,4.12500000,4.12500000,4.73913044,4.73913044,75.00,999.00,999.00,999.00,-.52164,-1.29805,-1.11750,.24587,-.96621,1.25691,-.85297,-.41813,-.55240,6.15163,.72465,-.52164,-1.29805,-1.11750,.24587,-.96621,1.25691,-.85297,-.41813,-.55240,.82380,1.14911,.83843,.23394,-.23394,.95911,-.83808,.89942,-.07592,.35778,-.80473,.65829,-.49159,.94491,-1.78626,1697.56593,-510.06593,-.58410,-1.02378,1882.48396,332.51604,-.93819,.40909,4.78205,-.78205,.01026,-.96839,5.54590,.73982,-.76138,1.37301,4.56344,-.43844,-.71268,-.65537,4.62911,-.50411,-.48038,-.45308,4.94316,-.20403,-.56366,-.43949,-.52164,-1.29805,-1.11750,.24587,-.96621,1.25691,-.85297,-.41813,-.55240,.82380,1.14911,.83843,.23394,-.23394,.95911,-.83808,-.41641,,,-.52164,-1.29805,-1.11750,.24587,-.96621,1.25691,-.85297,-.41813,-.55240,.82380,1.14911,.83843,-.23394,-.83808,-.41641,-.52164,-1.29805,-1.11750,.24587,-.96621,1.25691,-.85297,-.41813,-.55240,.82380,1.14911,.83843,-.23394,-.83808,-.41641,1.13849,-1.01631,.04441,.03372,.03372,.03073,.06113,.04441,.03372,.03073,.06113,.04001,.00060,.03653,.01969,.00969,.04772,.01673,.00267,.00969,.00969,.00969,.04772,.01673,.00267,.02,.05,-.74,-1.54,.01,.04
154,1,1.00,17.73,7,95,5,1,1,,,.6819,,,.0000,.68,,,999.00,,,999.00,999.00,4.87500000,4.87500000,5.85714286,5.85714286,5.37500000,5.37500000,4.75000000,4.75000000,5.34782609,5.34782609,74.00,999.00,999.00,999.00,-1.83536,-1.85227,,,.13961,.46097,.99949,.12731,.74334,,,-1.83536,-1.85227,,,.13961,.46097,.99949,.12731,.74334,-.94148,-.93767,.83843,1.05638,-1.05638,-1.02526,-.83808,.84082,-.15892,-1.29294,-1.68450,.44531,-.44531,-.72798,-1.61810,1805.75941,,.77777,,2208.92599,,.90050,,4.61057,.26443,-1.55923,.32744,5.53119,.32596,-.90078,.60493,4.43160,.94340,-1.33870,1.41016,4.59871,.15129,-.70365,.13597,4.82612,.52171,-1.49379,1.12380,-1.83536,-1.85227,,,.13961,.46097,.99949,.12731,.74334,-.94148,-.93767,.83843,1.05638,-1.05638,-1.02526,-.83808,-.42571,,,-1.83536,-1.85227,,,.13961,.46097,.99949,.12731,.74334,-.94148,-.93767,.83843,-1.05638,-.83808,-.42571,-1.83536,-1.85227,,,.13961,.46097,.99949,.12731,.74334,-.94148,-.93767,.83843,-1.05638,-.83808,-.42571,1.22400,,.03716,,,.10641,.08019,.03716,,.10641,.08019,,,.02398,,.05870,.05416,,,.05870,.05870,.05870,.05416,,,.02,.06,-1.63,-1.64,.06,.06
155,2,1.00,19.10,6,62,38,2,2,,,.9524,,,.6667,.29,,,1595.50,,,3953.00,-2357.50,3.12500000,3.12500000,4.42857143,4.42857143,4.00000000,4.00000000,2.25000000,2.25000000,3.82608696,3.82608696,27.00,4193.00,3091.50,-1101.50,.67425,.36429,-.27282,2.41843,-2.07203,-2.19216,-1.03822,-2.05444,-2.49600,18.77521,.02717,.67425,.36429,-.27282,2.41843,-2.07203,-2.19216,-1.03822,-2.05444,-2.49600,.82380,-.42069,.02891,-.75299,.75299,.95911,1.17331,.87216,.08024,-.41018,.85050,.44272,.22398,-.74828,.81387,1802.04141,-206.54141,.73097,-.41456,2163.70866,1789.29134,.64581,2.20136,4.82842,-1.70342,.43467,-2.10931,5.61950,-1.19093,-.06398,-2.21022,4.74914,-.74914,.16903,-1.11978,4.65126,-2.40126,-.31773,-2.15816,5.03826,-1.21218,.19215,-2.61110,.67425,.36429,-.27282,2.41843,-2.07203,-2.19216,-1.03822,-2.05444,-2.49600,.82380,-.42069,.02891,-.75299,.75299,.95911,1.17331,-.86256,,,.67425,.36429,-.27282,2.41843,-2.07203,-2.19216,-1.03822,-2.05444,-2.49600,.82380,-.42069,.02891,.75299,1.17331,-.86256,.67425,.36429,-.27282,2.41843,-2.07203,-2.19216,-1.03822,-2.05444,-2.49600,.82380,-.42069,.02891,.75299,1.17331,-.86256,-.12570,-2.85167,.03557,.21216,.21216,.03280,.05271,.03557,.21216,.03280,.05271,.00973,.11992,.00297,.07336,.00734,.00673,.00182,.05137,.00734,.00734,.00734,.00673,.00182,.05137,.02,.06,.92,.62,.02,.01
156,1,1.00,17.96,6,57,43,2,2,,,.7391,,,.6250,.11,,,2346.00,,,1633.00,713.00,3.50000000,3.50000000,5.28571429,5.28571429,4.62500000,4.62500000,4.00000000,4.00000000,4.43478261,4.43478261,96.00,1964.50,1556.67,-407.83,-1.30468,.22566,1.28094,-.48165,-1.59810,-.60028,-.11198,-.52721,-1.20027,6.92729,.64469,-1.30468,.22566,1.28094,-.48165,-1.59810,-.60028,-.11198,-.52721,-1.20027,-.94148,-.85088,.02891,-1.02714,1.02714,.95911,1.17331,.85950,-.12040,-.76691,-1.27614,.37764,.24736,-1.25948,.89883,1839.73498,506.26502,1.20544,1.01615,2247.10788,-614.10788,1.11556,-.75553,4.83429,-1.33429,.48836,-1.65222,5.61611,-.33039,-.09610,-.61317,4.75572,-.13072,.20029,-.19540,4.62840,-.62840,-.48558,-.56479,5.03948,-.60470,.20182,-1.30255,-1.30468,.22566,1.28094,-.48165,-1.59810,-.60028,-.11198,-.52721,-1.20027,-.94148,-.85088,.02891,-1.02714,1.02714,.95911,1.17331,-.22122,,,-1.30468,.22566,1.28094,-.48165,-1.59810,-.60028,-.11198,-.52721,-1.20027,-.94148,-.85088,.02891,1.02714,1.17331,-.22122,-1.30468,.22566,1.28094,-.48165,-1.59810,-.60028,-.11198,-.52721,-1.20027,-.94148,-.85088,.02891,1.02714,1.17331,-.22122,-.71027,1.38553,.17591,.33116,.33116,.11238,.06597,.17591,.33116,.11238,.06597,.07717,.10463,.03377,.03991,.02876,.01427,.01890,.01045,.02876,.02876,.02876,.01427,.01890,.01045,.02,.06,-1.09,.48,.02,.00
157,1,2.00,22.33,999,95,5,1,1,,,.6667,,,.6667,.00,,,1226.00,,,1236.00,-10.00,999.00000000,999.00000000,999.00000000,999.00000000,999.00000000,999.00000000,999.00000000,999.00000000,999.00000000,999.00000000,999.00,2483.00,1052.00,-1431.00,-1.97639,.36429,-1.03780,-.97791,,,,,,,,-1.97639,.36429,-1.03780,-.97791,,,,,,-.94148,.79817,,1.05638,-1.05638,-1.02526,-.83808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.97639,.36429,-1.03780,-.97791,,,,,,-.94148,.79817,,1.05638,-1.05638,-1.02526,-.83808,,,,-1.97639,.36429,-1.03780,-.97791,,,,,,-.94148,.79817,,-1.05638,-.83808,,-1.97639,.36429,-1.03780,-.97791,,,,,,-.94148,.79817,,-1.05638,-.83808,,-1.09896,.38781,,,,,,,,,,,,,,,,,,,,,,,,.02,.05,-2.22,.15,.09,.00
